date,event,fighter,elo
2005-02-05,UFC 51: Super Saturday,Andrei Arlovski,1052.8370716738805
2005-02-05,UFC 51: Super Saturday,Tim Sylvia,1018.5986979829968
2005-02-05,UFC 51: Super Saturday,Evan Tanner,1106.849299077431
2005-02-05,UFC 51: Super Saturday,David Terrell,1006.5752872729925
2005-02-05,UFC 51: Super Saturday,Paul Buentello,1016.7674369419027
2005-02-05,UFC 51: Super Saturday,Justin Eilers,999.9100418976429
2005-02-05,UFC 51: Super Saturday,Mike Kyle,1014.1327297361472
2005-02-05,UFC 51: Super Saturday,James Irvin,983.9098588257459
2005-02-05,UFC 51: Super Saturday,David Loiseau,1015.2934707761281
2005-02-05,UFC 51: Super Saturday,Gideon Ray,983.9658924686253
2005-02-05,UFC 51: Super Saturday,Karo Parisyan,1032.7709954717252
2005-02-05,UFC 51: Super Saturday,Chris Lytle,986.6435314710146
2005-02-05,UFC 51: Super Saturday,Nick Diaz,1030.8545205317012
2005-02-05,UFC 51: Super Saturday,Drew Fickett,984.7165967314287
2005-04-16,UFC 52: Couture vs. Liddell 2,Chuck Liddell,1128.2804019776092
2005-04-16,UFC 52: Couture vs. Liddell 2,Randy Couture,1088.1712034315958
2005-04-16,UFC 52: Couture vs. Liddell 2,Renato Sobral,1019.0356000128596
2005-04-16,UFC 52: Couture vs. Liddell 2,Travis Wiuff,969.0532489749064
2005-04-16,UFC 52: Couture vs. Liddell 2,Matt Hughes,1119.3005954173775
2005-04-16,UFC 52: Couture vs. Liddell 2,Frank Trigg,1008.4698480218248
2005-04-16,UFC 52: Couture vs. Liddell 2,Matt Lindland,1064.9794477138958
2005-04-16,UFC 52: Couture vs. Liddell 2,Travis Lutter,1000.9762933513241
2005-04-16,UFC 52: Couture vs. Liddell 2,Georges St-Pierre,1033.9593596172067
2005-04-16,UFC 52: Couture vs. Liddell 2,Jason Miller,984.8660968823694
2005-04-16,UFC 52: Couture vs. Liddell 2,Ivan Salaverry,1034.6054599157553
2005-04-16,UFC 52: Couture vs. Liddell 2,Joe Riggs,1000.1257754457248
2005-04-16,UFC 52: Couture vs. Liddell 2,Joe Doerksen,1000.160583523576
2005-04-16,UFC 52: Couture vs. Liddell 2,Patrick Cote,971.3265604757765
2005-04-16,UFC 52: Couture vs. Liddell 2,Mike Van Arsdale,1031.263693206478
2005-04-16,UFC 52: Couture vs. Liddell 2,John Marsh,984.736306793522
2005-06-04,UFC 53: Heavy Hitters,Andrei Arlovski,1066.4183727046936
2005-06-04,UFC 53: Heavy Hitters,Justin Eilers,986.3287408668298
2005-06-04,UFC 53: Heavy Hitters,Karo Parisyan,1048.1353554303419
2005-06-04,UFC 53: Heavy Hitters,Matt Serra,1003.596618998189
2005-06-04,UFC 53: Heavy Hitters,Rich Franklin,1067.4838717648945
2005-06-04,UFC 53: Heavy Hitters,Evan Tanner,1088.2022813250098
2005-06-04,UFC 53: Heavy Hitters,Forrest Griffin,1016.0
2005-06-04,UFC 53: Heavy Hitters,Bill Mahood,984.0
2005-06-04,UFC 53: Heavy Hitters,Paul Buentello,1031.9958668585575
2005-06-04,UFC 53: Heavy Hitters,Kevin Jordan,984.7715700833452
2005-06-04,UFC 53: Heavy Hitters,Nate Quarry,1017.4418004156885
2005-06-04,UFC 53: Heavy Hitters,Shonie Carter,1013.951657024453
2005-06-04,UFC 53: Heavy Hitters,David Loiseau,1030.5896349443008
2005-06-04,UFC 53: Heavy Hitters,Charles McCarthy,984.7038358318273
2005-06-04,UFC 53: Heavy Hitters,Nick Diaz,1044.804745793599
2005-06-04,UFC 53: Heavy Hitters,Koji Oishi,972.1480689469497
2005-08-06,UFC Fight Night 1,Nate Marquardt,1017.5883911628271
2005-08-06,UFC Fight Night 1,Ivan Salaverry,1017.0170687529283
2005-08-06,UFC Fight Night 1,Chris Leben,1014.682529053397
2005-08-06,UFC Fight Night 1,Patrick Cote,956.6440314223795
2005-08-06,UFC Fight Night 1,Stephan Bonnar,1016.0
2005-08-06,UFC Fight Night 1,Sam Hoger,984.0
2005-08-06,UFC Fight Night 1,Nate Quarry,1033.353781766364
2005-08-06,UFC Fight Night 1,Pete Sell,999.6184990989021
2005-08-06,UFC Fight Night 1,Josh Koscheck,1016.7771826031532
2005-08-06,UFC Fight Night 1,Pete Spratt,1000.112414809871
2005-08-06,UFC Fight Night 1,Mike Swick,1015.2621258300913
2005-08-06,UFC Fight Night 1,Gideon Ray,968.7037666385339
2005-08-06,UFC Fight Night 1,Kenny Florian,1016.0
2005-08-06,UFC Fight Night 1,Alex Karalexis,984.0
2005-08-06,UFC Fight Night 1,Drew Fickett,1001.4199698339709
2005-08-06,UFC Fight Night 1,Josh Neer,983.2966268974578
2005-08-20,UFC 54: Boiling Point,Chuck Liddell,1139.3621983284916
2005-08-20,UFC 54: Boiling Point,Jeremy Horn,1006.8329168883045
2005-08-20,UFC 54: Boiling Point,Tim Sylvia,1032.5002070984892
2005-08-20,UFC 54: Boiling Point,Tra Telligman,958.865023038121
2005-08-20,UFC 54: Boiling Point,Randy Couture,1101.5737029997213
2005-08-20,UFC 54: Boiling Point,Mike Van Arsdale,1017.8611936383523
2005-08-20,UFC 54: Boiling Point,Diego Sanchez,1016.0
2005-08-20,UFC 54: Boiling Point,Brian Gassaway,984.0
2005-08-20,UFC 54: Boiling Point,Georges St-Pierre,1048.7876257141188
2005-08-20,UFC 54: Boiling Point,Frank Trigg,993.6415819249127
2005-08-20,UFC 54: Boiling Point,Matt Lindland,1078.0285854403264
2005-08-20,UFC 54: Boiling Point,Joe Doerksen,987.1114457971453
2005-08-20,UFC 54: Boiling Point,Trevor Prangley,1030.6061047590167
2005-08-20,UFC 54: Boiling Point,Travis Lutter,985.6338817987853
2005-08-20,UFC 54: Boiling Point,James Irvin,1000.6503079330324
2005-08-20,UFC 54: Boiling Point,Terry Martin,983.2595508927135
2005-10-03,UFC Fight Night 2,David Loiseau,1049.2187418041399
2005-10-03,UFC Fight Night 2,Evan Tanner,1069.5731744651707
2005-10-03,UFC Fight Night 2,Chris Leben,1029.3138021235457
2005-10-03,UFC Fight Night 2,Edwin Dewees,970.2569074059977
2005-10-03,UFC Fight Night 2,Brandon Vera,1016.0
2005-10-03,UFC Fight Night 2,Fabiano Scherner,984.0
2005-10-03,UFC Fight Night 2,Drew Fickett,1018.1267353890439
2005-10-03,UFC Fight Night 2,Josh Koscheck,1000.0704170480801
2005-10-03,UFC Fight Night 2,Spencer Fisher,1016.0
2005-10-03,UFC Fight Night 2,Thiago Alves,984.0
2005-10-03,UFC Fight Night 2,Jon Fitch,1016.0
2005-10-03,UFC Fight Night 2,Brock Larson,984.0
2005-10-03,UFC Fight Night 2,Jonathan Goulet,1015.2991593467781
2005-10-03,UFC Fight Night 2,Jay Hieron,969.4725349189545
2005-10-07,UFC 55: Fury,Andrei Arlovski,1080.8383242881998
2005-10-07,UFC 55: Fury,Paul Buentello,1017.5759152750513
2005-10-07,UFC 55: Fury,Branden Lee Hinkle,1016.0
2005-10-07,UFC 55: Fury,Sean Gannon,984.0
2005-10-07,UFC 55: Fury,Forrest Griffin,1030.0938074799212
2005-10-07,UFC 55: Fury,Elvis Sinosic,960.3162266164928
2005-10-07,UFC 55: Fury,Renato Sobral,1034.1598543377863
2005-10-07,UFC 55: Fury,Chael Sonnen,984.8757456750732
2005-10-07,UFC 55: Fury,Joe Riggs,1015.5052066247886
2005-10-07,UFC 55: Fury,Chris Lytle,971.2641002919509
2005-10-07,UFC 55: Fury,Jorge Rivera,1001.5988296671618
2005-10-07,UFC 55: Fury,Dennis Hallman,970.613252744401
2005-10-07,UFC 55: Fury,Marcio Cruz,1016.0
2005-10-07,UFC 55: Fury,Keigo Kunihara,984.0
2005-10-07,UFC 55: Fury,Alessio Sakara,1000.0
2005-10-07,UFC 55: Fury,Ron Faircloth,1000.0
2005-11-19,UFC 56: Full Force,Rich Franklin,1081.9171593761012
2005-11-19,UFC 56: Full Force,Nate Quarry,1018.9204941551574
2005-11-19,UFC 56: Full Force,Gabriel Gonzaga,1015.2991536389404
2005-11-19,UFC 56: Full Force,Kevin Jordan,969.4724164444048
2005-11-19,UFC 56: Full Force,Matt Hughes,1130.6579448680714
2005-11-19,UFC 56: Full Force,Joe Riggs,1004.1478571740947
2005-11-19,UFC 56: Full Force,Georges St-Pierre,1064.0065014890174
2005-11-19,UFC 56: Full Force,Sean Sherk,1016.5933578385904
2005-11-19,UFC 56: Full Force,Jeremy Horn,1023.9260072511992
2005-11-19,UFC 56: Full Force,Trevor Prangley,1013.513014396122
2005-11-19,UFC 56: Full Force,Sam Hoger,1000.736306793522
2005-11-19,UFC 56: Full Force,Jeff Newton,983.263693206478
2005-11-19,UFC 56: Full Force,Thiago Alves,1000.736306793522
2005-11-19,UFC 56: Full Force,Ansar Chalangov,983.263693206478
2005-11-19,UFC 56: Full Force,Nick Thompson,1016.0
2005-11-19,UFC 56: Full Force,Keith Wisniewski,984.0
2006-01-16,UFC Fight Night 3,Tim Sylvia,1047.0078675271939
2006-01-16,UFC Fight Night 3,Assuério Silva,985.4923395712954
2006-01-16,UFC Fight Night 3,Stephan Bonnar,1031.2935801105987
2006-01-16,UFC Fight Night 3,James Irvin,985.3567278224336
2006-01-16,UFC Fight Night 3,Josh Burkman,1016.8340104213516
2006-01-16,UFC Fight Night 3,Drew Fickett,1001.2927249676923
2006-01-16,UFC Fight Night 3,Chris Leben,1044.040180794797
2006-01-16,UFC Fight Night 3,Jorge Rivera,986.8724509959105
2006-01-16,UFC Fight Night 3,Josh Neer,1000.0652535665497
2006-01-16,UFC Fight Night 3,Melvin Guillard,983.2313733309081
2006-01-16,UFC Fight Night 3,Duane Ludwig,1032.670124085241
2006-01-16,UFC Fight Night 3,Jonathan Goulet,999.365342055059
2006-01-16,UFC Fight Night 3,Spencer Fisher,1030.5304984710244
2006-01-16,UFC Fight Night 3,Aaron Riley,969.4695015289755
2006-01-16,UFC Fight Night 3,Jason Von Flue,1015.263693206478
2006-01-16,UFC Fight Night 3,Alex Karalexis,968.736306793522
2006-02-04,UFC 57: Liddell vs. Couture 3,Chuck Liddell,1153.628803554289
2006-02-04,UFC 57: Liddell vs. Couture 3,Randy Couture,1087.3070977739237
2006-02-04,UFC 57: Liddell vs. Couture 3,Brandon Vera,1030.6369002367921
2006-02-04,UFC 57: Liddell vs. Couture 3,Justin Eilers,971.6918406300376
2006-02-04,UFC 57: Liddell vs. Couture 3,Marcio Cruz,1034.6569441941378
2006-02-04,UFC 57: Liddell vs. Couture 3,Frank Mir,1055.5771398356178
2006-02-04,UFC 57: Liddell vs. Couture 3,Renato Sobral,1049.4098233844472
2006-02-04,UFC 57: Liddell vs. Couture 3,Mike Van Arsdale,1002.6112245916916
2006-02-04,UFC 57: Liddell vs. Couture 3,Joe Riggs,1022.0116763390498
2006-02-04,UFC 57: Liddell vs. Couture 3,Nick Diaz,1026.940926628644
2006-02-04,UFC 57: Liddell vs. Couture 3,Alessio Sakara,1014.1804006560775
2006-02-04,UFC 57: Liddell vs. Couture 3,Elvis Sinosic,946.1358259604153
2006-02-04,UFC 57: Liddell vs. Couture 3,Paul Buentello,1032.7672042047998
2006-02-04,UFC 57: Liddell vs. Couture 3,Gilbert Aldana,984.8087110702515
2006-02-04,UFC 57: Liddell vs. Couture 3,Jeff Monson,1002.2037052667621
2006-02-04,UFC 57: Liddell vs. Couture 3,Branden Lee Hinkle,998.565636184804
2006-02-04,UFC 57: Liddell vs. Couture 3,Keith Jardine,1016.0
2006-02-04,UFC 57: Liddell vs. Couture 3,Mike Whitehead,984.0
2006-03-04,UFC 58: USA vs Canada,Rich Franklin,1096.4157717662274
2006-03-04,UFC 58: USA vs Canada,David Loiseau,1034.7201294140136
2006-03-04,UFC 58: USA vs Canada,Mike Swick,1030.5597306987977
2006-03-04,UFC 58: USA vs Canada,Steve Vigneault,984.7023951312937
2006-03-04,UFC 58: USA vs Canada,Georges St-Pierre,1080.6660884260436
2006-03-04,UFC 58: USA vs Canada,BJ Penn,1061.6777847079281
2006-03-04,UFC 58: USA vs Canada,Nate Marquardt,1032.188464813091
2006-03-04,UFC 58: USA vs Canada,Joe Doerksen,972.5113721468813
2006-03-04,UFC 58: USA vs Canada,Mark Hominick,1018.8861071017317
2006-03-04,UFC 58: USA vs Canada,Yves Edwards,1044.478219204763
2006-03-04,UFC 58: USA vs Canada,Sam Stout,1017.4023736484061
2006-03-04,UFC 58: USA vs Canada,Spencer Fisher,1013.1281248226184
2006-03-04,UFC 58: USA vs Canada,Jason Lambert,1016.0
2006-03-04,UFC 58: USA vs Canada,Rob MacDonald,984.0
2006-03-04,UFC 58: USA vs Canada,Tom Murphy,1016.0
2006-03-04,UFC 58: USA vs Canada,Icho Larenas,984.0
2006-04-06,UFC Fight Night 4,Stephan Bonnar,1046.5897392534764
2006-04-06,UFC Fight Night 4,Keith Jardine,1000.7038408571224
2006-04-06,UFC Fight Night 4,Rashad Evans,1016.0339081301692
2006-04-06,UFC Fight Night 4,Sam Hoger,984.7023986633528
2006-04-06,UFC Fight Night 4,Josh Neer,1016.062248528793
2006-04-06,UFC Fight Night 4,Joe Stevenson,984.0030050377567
2006-04-06,UFC Fight Night 4,Chris Leben,1058.0228484906506
2006-04-06,UFC Fight Night 4,Luigi Fioravanti,986.0173323041464
2006-04-06,UFC Fight Night 4,Luke Cummo,1016.7024671725246
2006-04-06,UFC Fight Night 4,Jason Von Flue,998.5612260339534
2006-04-06,UFC Fight Night 4,Jon Fitch,1032.0384075255006
2006-04-06,UFC Fight Night 4,Josh Burkman,1000.7956028958512
2006-04-06,UFC Fight Night 4,Dan Christison,1016.0
2006-04-06,UFC Fight Night 4,Brad Imes,984.0
2006-04-06,UFC Fight Night 4,Josh Koscheck,1015.2970419533005
2006-04-06,UFC Fight Night 4,Ansar Chalangov,968.0370683012576
2006-04-06,UFC Fight Night 4,Chael Sonnen,1002.1915621744083
2006-04-06,UFC Fight Night 4,Trevor Prangley,996.1971978967869
2006-04-15,UFC 59: Reality Check,Tim Sylvia,1064.5609124490672
2006-04-15,UFC 59: Reality Check,Andrei Arlovski,1063.2852793663264
2006-04-15,UFC 59: Reality Check,Sean Sherk,1033.0697401480074
2006-04-15,UFC 59: Reality Check,Nick Diaz,1010.4645443192271
2006-04-15,UFC 59: Reality Check,Tito Ortiz,1116.84069618744
2006-04-15,UFC 59: Reality Check,Forrest Griffin,1017.4558140553509
2006-04-15,UFC 59: Reality Check,Evan Tanner,1082.4113608300104
2006-04-15,UFC 59: Reality Check,Justin Levens,987.1618136351603
2006-04-15,UFC 59: Reality Check,Jeff Monson,1019.6939006635746
2006-04-15,UFC 59: Reality Check,Marcio Cruz,1017.1667487973253
2006-04-15,UFC 59: Reality Check,Karo Parisyan,1062.6596733550111
2006-04-15,UFC 59: Reality Check,Nick Thompson,1001.4756820753307
2006-04-15,UFC 59: Reality Check,David Terrell,1022.2725202496513
2006-04-15,UFC 59: Reality Check,Scott Smith,984.3027670233412
2006-04-15,UFC 59: Reality Check,Jason Lambert,1030.4966938319894
2006-04-15,UFC 59: Reality Check,Terry Martin,968.7628570607241
2006-04-15,UFC 59: Reality Check,Thiago Alves,1016.7023986633528
2006-04-15,UFC 59: Reality Check,Derrick Noble,984.0339081301692
2006-05-27,UFC 60: Hughes vs Gracie,Matt Hughes,1147.1848857332889
2006-05-27,UFC 60: Hughes vs Gracie,Royce Gracie,1125.5775191352163
2006-05-27,UFC 60: Hughes vs Gracie,Dean Lister,1016.6526692134192
2006-05-27,UFC 60: Hughes vs Gracie,Alessio Sakara,997.5277314426583
2006-05-27,UFC 60: Hughes vs Gracie,Diego Sanchez,1030.6845659211199
2006-05-27,UFC 60: Hughes vs Gracie,John Alessio,972.6865260408387
2006-05-27,UFC 60: Hughes vs Gracie,Brandon Vera,1044.569538077617
2006-05-27,UFC 60: Hughes vs Gracie,Assuério Silva,971.5597017304705
2006-05-27,UFC 60: Hughes vs Gracie,Mike Swick,1046.1661576574506
2006-05-27,UFC 60: Hughes vs Gracie,Joe Riggs,1006.4052493803969
2006-05-27,UFC 60: Hughes vs Gracie,Jeremy Horn,1038.9264026600574
2006-05-27,UFC 60: Hughes vs Gracie,Chael Sonnen,987.1911667655501
2006-05-27,UFC 60: Hughes vs Gracie,Spencer Fisher,1028.5238398972701
2006-05-27,UFC 60: Hughes vs Gracie,Matt Wiman,984.6042849253482
2006-05-27,UFC 60: Hughes vs Gracie,Gabriel Gonzaga,1029.861660913938
2006-05-27,UFC 60: Hughes vs Gracie,Fabiano Scherner,969.4374927250024
2006-05-27,UFC 60: Hughes vs Gracie,Melvin Guillard,1000.0029980757961
2006-05-27,UFC 60: Hughes vs Gracie,Rick Davis,983.228375255112
2006-06-28,UFC Fight Night 5: Leben vs. Silva,Jonathan Goulet,1016.1630841465422
2006-06-28,UFC Fight Night 5: Leben vs. Silva,Luke Cummo,999.9047250810414
2006-06-28,UFC Fight Night 5: Leben vs. Silva,Anderson Silva,1018.6474837327602
2006-06-28,UFC Fight Night 5: Leben vs. Silva,Chris Leben,1039.3753647578906
2006-06-28,UFC Fight Night 5: Leben vs. Silva,Rashad Evans,1033.437439420741
2006-06-28,UFC Fight Night 5: Leben vs. Silva,Stephan Bonnar,1029.1862079629045
2006-06-28,UFC Fight Night 5: Leben vs. Silva,Mark Hominick,1034.0172253664118
2006-06-28,UFC Fight Night 5: Leben vs. Silva,Jorge Gurgel,984.86888173532
2006-06-28,UFC Fight Night 5: Leben vs. Silva,Josh Koscheck,1030.472493037195
2006-06-28,UFC Fight Night 5: Leben vs. Silva,Dave Menne,982.2008628696516
2006-06-28,UFC Fight Night 5: Leben vs. Silva,Jason Lambert,1045.0303404917095
2006-06-28,UFC Fight Night 5: Leben vs. Silva,Branden Lee Hinkle,984.0319895250839
2006-06-28,UFC Fight Night 5: Leben vs. Silva,Jon Fitch,1047.3326165437193
2006-06-28,UFC Fight Night 5: Leben vs. Silva,Thiago Alves,1001.4081896451341
2006-06-28,UFC Fight Night 5: Leben vs. Silva,Rob MacDonald,1000.736306793522
2006-06-28,UFC Fight Night 5: Leben vs. Silva,Kris Rotharmel,983.263693206478
2006-06-28,UFC Fight Night 5: Leben vs. Silva,Jorge Santiago,1015.4090486055952
2006-06-28,UFC Fight Night 5: Leben vs. Silva,Justin Levens,971.7527650295651
2006-07-08,UFC 61: Bitter Rivals,Tim Sylvia,1080.502167638626
2006-07-08,UFC 61: Bitter Rivals,Andrei Arlovski,1047.3440241767678
2006-07-08,UFC 61: Bitter Rivals,Josh Burkman,1017.4982057705066
2006-07-08,UFC 61: Bitter Rivals,Josh Neer,999.3596456541376
2006-07-08,UFC 61: Bitter Rivals,Tito Ortiz,1130.3183228329544
2006-07-08,UFC 61: Bitter Rivals,Ken Shamrock,1048.1297845259035
2006-07-08,UFC 61: Bitter Rivals,Frank Mir,1069.762387805772
2006-07-08,UFC 61: Bitter Rivals,Dan Christison,1001.8147520298457
2006-07-08,UFC 61: Bitter Rivals,Joe Stevenson,1002.7602022929349
2006-07-08,UFC 61: Bitter Rivals,Yves Edwards,1025.7210219495848
2006-07-08,UFC 61: Bitter Rivals,Hermes França,1016.2538412353687
2006-07-08,UFC 61: Bitter Rivals,Joe Jordan,984.0122541426173
2006-07-08,UFC 61: Bitter Rivals,Jeff Monson,1034.7879331145286
2006-07-08,UFC 61: Bitter Rivals,Anthony Perosh,984.905967549046
2006-07-08,UFC 61: Bitter Rivals,Cheick Kongo,1015.3008607708387
2006-07-08,UFC 61: Bitter Rivals,Gilbert Aldana,969.5078502994129
2006-07-08,UFC 61: Bitter Rivals,Drew Fickett,1017.2331930576142
2006-07-08,UFC 61: Bitter Rivals,Kurt Pellegrino,984.059531910078
2006-08-17,UFC Fight Night 6: Sanchez vs Parisyan,Diego Sanchez,1048.1529307673397
2006-08-17,UFC Fight Night 6: Sanchez vs Parisyan,Karo Parisyan,1045.1913085087913
2006-08-17,UFC Fight Night 6: Sanchez vs Parisyan,Chris Leben,1054.2734223570778
2006-08-17,UFC Fight Night 6: Sanchez vs Parisyan,Jorge Santiago,1000.510991006408
2006-08-17,UFC Fight Night 6: Sanchez vs Parisyan,Dean Lister,1031.8863721724042
2006-08-17,UFC Fight Night 6: Sanchez vs Parisyan,Yuki Sasaki,984.7662970410152
2006-08-17,UFC Fight Night 6: Sanchez vs Parisyan,Josh Koscheck,1045.813892750873
2006-08-17,UFC Fight Night 6: Sanchez vs Parisyan,Jonathan Goulet,1000.8216844328641
2006-08-17,UFC Fight Night 6: Sanchez vs Parisyan,Martin Kampmann,1016.0
2006-08-17,UFC Fight Night 6: Sanchez vs Parisyan,Crafton Wallace,984.0
2006-08-17,UFC Fight Night 6: Sanchez vs Parisyan,Joe Riggs,1022.0440801184893
2006-08-17,UFC Fight Night 6: Sanchez vs Parisyan,Jason Von Flue,982.922395295861
2006-08-17,UFC Fight Night 6: Sanchez vs Parisyan,Jake O'Brien,1016.0
2006-08-17,UFC Fight Night 6: Sanchez vs Parisyan,Kristof Midoux,984.0
2006-08-17,UFC Fight Night 6: Sanchez vs Parisyan,Forrest Petz,1016.0
2006-08-17,UFC Fight Night 6: Sanchez vs Parisyan,Sam Morgan,984.0
2006-08-17,UFC Fight Night 6: Sanchez vs Parisyan,Anthony Torres,1016.0
2006-08-17,UFC Fight Night 6: Sanchez vs Parisyan,Pat Healy,984.0
2006-08-26,UFC 62: Liddell vs Sobral,Chuck Liddell,1164.9682946499902
2006-08-26,UFC 62: Liddell vs Sobral,Renato Sobral,1038.0703322887462
2006-08-26,UFC 62: Liddell vs Sobral,Forrest Griffin,1033.995813487438
2006-08-26,UFC 62: Liddell vs Sobral,Stephan Bonnar,1012.6462085308174
2006-08-26,UFC 62: Liddell vs Sobral,Nick Diaz,1025.9533189140413
2006-08-26,UFC 62: Liddell vs Sobral,Josh Neer,983.8708710593233
2006-08-26,UFC 62: Liddell vs Sobral,Cheick Kongo,1030.5966852760519
2006-08-26,UFC 62: Liddell vs Sobral,Christian Wellisch,984.7041754947868
2006-08-26,UFC 62: Liddell vs Sobral,Hermes França,1031.5058697715106
2006-08-26,UFC 62: Liddell vs Sobral,Jamie Varner,984.7479714638581
2006-08-26,UFC 62: Liddell vs Sobral,Eric Schafer,1016.0339081301692
2006-08-26,UFC 62: Liddell vs Sobral,Rob MacDonald,984.7023986633528
2006-08-26,UFC 62: Liddell vs Sobral,Wilson Gouveia,1016.0
2006-08-26,UFC 62: Liddell vs Sobral,Wes Combs,984.0
2006-08-26,UFC 62: Liddell vs Sobral,David Heath,1016.0
2006-08-26,UFC 62: Liddell vs Sobral,Cory Walmsley,984.0
2006-08-26,UFC 62: Liddell vs Sobral,Yushin Okami,1016.0
2006-08-26,UFC 62: Liddell vs Sobral,Alan Belcher,984.0
2006-09-23,UFC 63: Hughes vs Penn,Matt Hughes,1159.3247609081034
2006-09-23,UFC 63: Hughes vs Penn,BJ Penn,1049.5379095331136
2006-09-23,UFC 63: Hughes vs Penn,Mike Swick,1061.639239189978
2006-09-23,UFC 63: Hughes vs Penn,David Loiseau,1019.2470478814862
2006-09-23,UFC 63: Hughes vs Penn,Melvin Guillard,1016.0028600093034
2006-09-23,UFC 63: Hughes vs Penn,Gabe Ruediger,984.0001380664927
2006-09-23,UFC 63: Hughes vs Penn,Rashad Evans,1049.9711142018443
2006-09-23,UFC 63: Hughes vs Penn,Jason Lambert,1028.496665710606
2006-09-23,UFC 63: Hughes vs Penn,Joe Lauzon,1020.0177496003311
2006-09-23,UFC 63: Hughes vs Penn,Jens Pulver,1069.1329949476183
2006-09-23,UFC 63: Hughes vs Penn,Roger Huerta,1016.0
2006-09-23,UFC 63: Hughes vs Penn,Jason Dent,984.0
2006-09-23,UFC 63: Hughes vs Penn,Eddie Sanchez,1016.0
2006-09-23,UFC 63: Hughes vs Penn,Mario Neto,984.0
2006-09-23,UFC 63: Hughes vs Penn,Jorge Gurgel,1001.5652552728088
2006-09-23,UFC 63: Hughes vs Penn,Danny Abbadi,983.3036264625111
2006-09-23,UFC 63: Hughes vs Penn,Tyson Griffin,1016.0
2006-09-23,UFC 63: Hughes vs Penn,David Lee,984.0
2006-10-10,UFC The Final Chapter: Ortiz vs Shamrock 3,Tito Ortiz,1142.6024562538853
2006-10-10,UFC The Final Chapter: Ortiz vs Shamrock 3,Ken Shamrock,1035.8456511049726
2006-10-10,UFC The Final Chapter: Ortiz vs Shamrock 3,Kendall Grove,1016.0
2006-10-10,UFC The Final Chapter: Ortiz vs Shamrock 3,Chris Price,984.0
2006-10-10,UFC The Final Chapter: Ortiz vs Shamrock 3,Jason MacDonald,1016.0
2006-10-10,UFC The Final Chapter: Ortiz vs Shamrock 3,Ed Herman,984.0
2006-10-10,UFC The Final Chapter: Ortiz vs Shamrock 3,Matt Hamill,1016.0
2006-10-10,UFC The Final Chapter: Ortiz vs Shamrock 3,Seth Petruzelli,984.0
2006-10-10,UFC The Final Chapter: Ortiz vs Shamrock 3,Nate Marquardt,1045.9834253540387
2006-10-10,UFC The Final Chapter: Ortiz vs Shamrock 3,Crafton Wallace,970.2050394590524
2006-10-10,UFC The Final Chapter: Ortiz vs Shamrock 3,Tony DeSouza,1029.191361686605
2006-10-10,UFC The Final Chapter: Ortiz vs Shamrock 3,Dustin Hazelett,984.6364586415966
2006-10-10,UFC The Final Chapter: Ortiz vs Shamrock 3,Rory Singer,1016.0
2006-10-10,UFC The Final Chapter: Ortiz vs Shamrock 3,Josh Haynes,984.0
2006-10-10,UFC The Final Chapter: Ortiz vs Shamrock 3,Thiago Alves,1016.0885129802583
2006-10-10,UFC The Final Chapter: Ortiz vs Shamrock 3,John Alessio,958.0062027057145
2006-10-10,UFC The Final Chapter: Ortiz vs Shamrock 3,Marcus Davis,1016.736306793522
2006-10-10,UFC The Final Chapter: Ortiz vs Shamrock 3,Forrest Petz,999.263693206478
2006-10-14,UFC 64: Unstoppable,Anderson Silva,1038.170209265027
2006-10-14,UFC 64: Unstoppable,Rich Franklin,1076.8930462339604
2006-10-14,UFC 64: Unstoppable,Sean Sherk,1048.284281448013
2006-10-14,UFC 64: Unstoppable,Kenny Florian,1000.7854586999945
2006-10-14,UFC 64: Unstoppable,Jon Fitch,1061.1662548313943
2006-10-14,UFC 64: Unstoppable,Kuniyoshi Hironaka,986.1663617123248
2006-10-14,UFC 64: Unstoppable,Carmelo Marrero,1017.4053981973166
2006-10-14,UFC 64: Unstoppable,Cheick Kongo,1013.1912870787353
2006-10-14,UFC 64: Unstoppable,Spencer Fisher,1043.2132117993667
2006-10-14,UFC 64: Unstoppable,Dan Lauzon,985.3106280979034
2006-10-14,UFC 64: Unstoppable,Yushin Okami,1031.263693206478
2006-10-14,UFC 64: Unstoppable,Kalib Starnes,984.736306793522
2006-10-14,UFC 64: Unstoppable,Clay Guida,1016.0
2006-10-14,UFC 64: Unstoppable,Justin James,984.0
2006-10-14,UFC 64: Unstoppable,Kurt Pellegrino,1000.7931029422288
2006-10-14,UFC 64: Unstoppable,Júnior Assunção,983.2664289678493
2006-11-18,UFC 65: Bad Intentions,Georges St-Pierre,1100.2278079357268
2006-11-18,UFC 65: Bad Intentions,Matt Hughes,1139.7630413984202
2006-11-18,UFC 65: Bad Intentions,Tim Sylvia,1094.4090145068888
2006-11-18,UFC 65: Bad Intentions,Jeff Monson,1020.8810862462659
2006-11-18,UFC 65: Bad Intentions,Drew McFedries,1015.8861497470399
2006-11-18,UFC 65: Bad Intentions,Alessio Sakara,981.6415816956184
2006-11-18,UFC 65: Bad Intentions,Brandon Vera,1061.727682620259
2006-11-18,UFC 65: Bad Intentions,Frank Mir,1052.60424326313
2006-11-18,UFC 65: Bad Intentions,Joe Stevenson,1018.633092954029
2006-11-18,UFC 65: Bad Intentions,Yoshitomi Mishima,984.1271093389058
