date,event,fighter,elo
1993-11-12,UFC 1: The Beginning,Royce Gracie,1016.0
1993-11-12,UFC 1: The Beginning,Gerard Gordeau,984.0
1993-11-12,UFC 1: The Beginning,Jason DeLucia,1016.0
1993-11-12,UFC 1: The Beginning,Trent Jenkins,984.0
1993-11-12,UFC 1: The Beginning,Royce Gracie,1031.263693206478
1993-11-12,UFC 1: The Beginning,Ken Shamrock,984.736306793522
1993-11-12,UFC 1: The Beginning,Gerard Gordeau,1000.736306793522
1993-11-12,UFC 1: The Beginning,Kevin Rosier,983.263693206478
1993-11-12,UFC 1: The Beginning,Ken Shamrock,1001.4387739660466
1993-11-12,UFC 1: The Beginning,Patrick Smith,983.2975328274754
1993-11-12,UFC 1: The Beginning,Royce Gracie,1045.8278203282016
1993-11-12,UFC 1: The Beginning,Art Jimmerson,985.4358728782763
1993-11-12,UFC 1: The Beginning,Kevin Rosier,1000.0338330211207
1993-11-12,UFC 1: The Beginning,Zane Frazier,983.2298601853573
1993-11-12,UFC 1: The Beginning,Gerard Gordeau,1016.7023986633528
1993-11-12,UFC 1: The Beginning,Teila Tuli,984.0339081301692
1994-03-11,UFC 2: No Way Out,Royce Gracie,1058.978888427034
1994-03-11,UFC 2: No Way Out,Patrick Smith,970.1464647286431
1994-03-11,UFC 2: No Way Out,Royce Gracie,1072.288602472469
1994-03-11,UFC 2: No Way Out,Remco Pardoel,986.690285954565
1994-03-11,UFC 2: No Way Out,Patrick Smith,987.5178973206805
1994-03-11,UFC 2: No Way Out,Johnny Rhodes,982.6285674079626
1994-03-11,UFC 2: No Way Out,Royce Gracie,1085.7188606160462
1994-03-11,UFC 2: No Way Out,Jason DeLucia,1002.5697418564228
1994-03-11,UFC 2: No Way Out,Remco Pardoel,1003.302921278749
1994-03-11,UFC 2: No Way Out,Orlando Wiet,983.3873646758161
1994-03-11,UFC 2: No Way Out,Johnny Rhodes,999.4278854817425
1994-03-11,UFC 2: No Way Out,Fred Ettish,983.2006819262201
1994-03-11,UFC 2: No Way Out,Patrick Smith,1004.0924722109431
1994-03-11,UFC 2: No Way Out,Scott Morris,983.4254251097374
1994-03-11,UFC 2: No Way Out,Royce Gracie,1097.8495528646822
1994-03-11,UFC 2: No Way Out,Minoki Ichihara,987.869307751364
1994-03-11,UFC 2: No Way Out,Jason DeLucia,1018.4514030285113
1994-03-11,UFC 2: No Way Out,Scott Baker,984.1183388279114
1994-03-11,UFC 2: No Way Out,Remco Pardoel,1019.1508207147504
1994-03-11,UFC 2: No Way Out,Alberto Cerra Leon,984.1521005639986
1994-03-11,UFC 2: No Way Out,Orlando Wiet,1000.1518223068607
1994-03-11,UFC 2: No Way Out,Robert Lucarelli,983.2355423689554
1994-03-11,UFC 2: No Way Out,Freek Hamaker,1016.0
1994-03-11,UFC 2: No Way Out,Thaddeus Luster,984.0
1994-03-11,UFC 2: No Way Out,Johnny Rhodes,1015.4542323051534
1994-03-11,UFC 2: No Way Out,David Levicki,983.9736531765891
1994-03-11,UFC 2: No Way Out,Patrick Smith,1019.9040156166488
1994-03-11,UFC 2: No Way Out,Ray Wizard,984.1884565942943
1994-03-11,UFC 2: No Way Out,Scott Morris,1000.1881339850439
1994-03-11,UFC 2: No Way Out,Sean Daugherty,983.2372911246935
1994-09-09,UFC 3: The American Dream,Steve Jennum,1016.0
1994-09-09,UFC 3: The American Dream,Harold Howard,984.0
1994-09-09,UFC 3: The American Dream,Ken Shamrock,1017.3725163550666
1994-09-09,UFC 3: The American Dream,Felix Mitchell,984.06625761098
1994-09-09,UFC 3: The American Dream,Royce Gracie,1109.4588906592178
1994-09-09,UFC 3: The American Dream,Kimo Leopoldo,988.3906622054645
1994-09-09,UFC 3: The American Dream,Harold Howard,1000.736306793522
1994-09-09,UFC 3: The American Dream,Roland Payne,983.263693206478
1994-09-09,UFC 3: The American Dream,Ken Shamrock,1032.5731484967228
1994-09-09,UFC 3: The American Dream,Cristophe Leninger,984.7993678583438
1994-09-09,UFC 3: The American Dream,Keith Hackney,1016.0
1994-09-09,UFC 3: The American Dream,Emmanuel Yarborough,984.0
1994-12-16,UFC 4: Revenge of the Warriors,Royce Gracie,1120.5785311324955
1994-12-16,UFC 4: Revenge of the Warriors,Dan Severn,988.8803595267221
1994-12-16,UFC 4: Revenge of the Warriors,Guy Mezger,1016.0
1994-12-16,UFC 4: Revenge of the Warriors,Jason Fairn,984.0
1994-12-16,UFC 4: Revenge of the Warriors,Dan Severn,1005.3922631232668
1994-12-16,UFC 4: Revenge of the Warriors,Marcus Bossett,983.4880964034553
1994-12-16,UFC 4: Revenge of the Warriors,Royce Gracie,1131.9028737256106
1994-12-16,UFC 4: Revenge of the Warriors,Keith Hackney,1004.675657406885
1994-12-16,UFC 4: Revenge of the Warriors,Dan Severn,1021.1439601659862
1994-12-16,UFC 4: Revenge of the Warriors,Anthony Macias,984.2483029572807
1994-12-16,UFC 4: Revenge of the Warriors,Steve Jennum,1031.263693206478
1994-12-16,UFC 4: Revenge of the Warriors,Melton Bowen,984.736306793522
1994-12-16,UFC 4: Revenge of the Warriors,Keith Hackney,1020.4603484238611
1994-12-16,UFC 4: Revenge of the Warriors,Joe Son,984.2153089830239
1994-12-16,UFC 4: Revenge of the Warriors,Royce Gracie,1142.1044600004338
1994-12-16,UFC 4: Revenge of the Warriors,Ron Van Clief,989.7984137251767
1994-12-16,UFC 4: Revenge of the Warriors,Marcus Bossett,1000.2479256926094
1994-12-16,UFC 4: Revenge of the Warriors,Eldo Dias Xavier,983.2401707108459
1994-12-16,UFC 4: Revenge of the Warriors,Joe Charles,1016.0015580681968
1994-12-16,UFC 4: Revenge of the Warriors,Kevin Rosier,984.0322749529239
1995-04-07,UFC 5: Return of the Beast,Dan Severn,1036.1714451221692
1995-04-07,UFC 5: Return of the Beast,Dave Beneteau,984.9725150438171
1995-04-07,UFC 5: Return of the Beast,Ken Shamrock,1032.5731484967228
1995-04-07,UFC 5: Return of the Beast,Royce Gracie,1142.1044600004338
1995-04-07,UFC 5: Return of the Beast,Dan Severn,1050.511680831171
1995-04-07,UFC 5: Return of the Beast,Oleg Taktarov,985.6597642909984
1995-04-07,UFC 5: Return of the Beast,Dave Beneteau,1001.6641250698216
1995-04-07,UFC 5: Return of the Beast,Todd Medina,983.3083899739955
1995-04-07,UFC 5: Return of the Beast,Dan Severn,1064.9276369552017
1995-04-07,UFC 5: Return of the Beast,Joe Charles,1001.585601944166
1995-04-07,UFC 5: Return of the Beast,Oleg Taktarov,1002.3197817942387
1995-04-07,UFC 5: Return of the Beast,Ernie Verdicia,983.3399824967597
1995-04-07,UFC 5: Return of the Beast,Todd Medina,1000.0764761826517
1995-04-07,UFC 5: Return of the Beast,Larry Cureton,983.2319137913438
1995-04-07,UFC 5: Return of the Beast,Jon Hess,1016.0
1995-04-07,UFC 5: Return of the Beast,Andy Anderson,984.0
1995-04-07,UFC 5: Return of the Beast,Dave Beneteau,1017.5874898642919
1995-04-07,UFC 5: Return of the Beast,Asbel Cancio,984.0766352055297
1995-04-07,UFC 5: Return of the Beast,Guy Mezger,1031.263693206478
1995-04-07,UFC 5: Return of the Beast,John Dowdy,984.736306793522
1995-07-14,UFC 6: Clash of the Titans,Oleg Taktarov,1018.212953482155
1995-07-14,UFC 6: Clash of the Titans,David Abbott,984.1068283120837
1995-07-14,UFC 6: Clash of the Titans,Ken Shamrock,1050.0588355957354
1995-07-14,UFC 6: Clash of the Titans,Dan Severn,1047.441949856189
1995-07-14,UFC 6: Clash of the Titans,Oleg Taktarov,1032.6537871634187
1995-07-14,UFC 6: Clash of the Titans,Anthony Macias,969.8074692760171
1995-07-14,UFC 6: Clash of the Titans,David Abbott,1000.8382258293249
1995-07-14,UFC 6: Clash of the Titans,Paul Varelans,983.2686024827589
1995-07-14,UFC 6: Clash of the Titans,Oleg Taktarov,1047.960393111219
1995-07-14,UFC 6: Clash of the Titans,Dave Beneteau,1002.2808839164917
1995-07-14,UFC 6: Clash of the Titans,Patrick Smith,1034.9884032711707
1995-07-14,UFC 6: Clash of the Titans,Rudyard Moncayo,984.915612345478
1995-07-14,UFC 6: Clash of the Titans,Paul Varelans,1000.0385167405168
1995-07-14,UFC 6: Clash of the Titans,Cal Worsham,983.2300857422421
1995-07-14,UFC 6: Clash of the Titans,David Abbott,1016.7996241782374
1995-07-14,UFC 6: Clash of the Titans,John Matua,984.0386016510874
1995-07-14,UFC 6: Clash of the Titans,Anthony Macias,987.1943971886776
1995-07-14,UFC 6: Clash of the Titans,He-Man Gipson,982.6130720873394
1995-07-14,UFC 6: Clash of the Titans,Joel Sutton,1016.0
1995-07-14,UFC 6: Clash of the Titans,Jack McGlaughlin,984.0
1995-09-08,UFC 7: The Brawl in Buffalo,Marco Ruas,1016.0017737614436
1995-09-08,UFC 7: The Brawl in Buffalo,Paul Varelans,984.0367429790732
1995-09-08,UFC 7: The Brawl in Buffalo,Ken Shamrock,1050.0588355957354
1995-09-08,UFC 7: The Brawl in Buffalo,Oleg Taktarov,1047.960393111219
1995-09-08,UFC 7: The Brawl in Buffalo,Marco Ruas,1032.1467887618885
1995-09-08,UFC 7: The Brawl in Buffalo,Remco Pardoel,1003.0058057143056
1995-09-08,UFC 7: The Brawl in Buffalo,Paul Varelans,1000.7713612710861
1995-09-08,UFC 7: The Brawl in Buffalo,Mark Hall,983.2653817079871
1995-09-08,UFC 7: The Brawl in Buffalo,Marco Ruas,1045.908941740537
1995-09-08,UFC 7: The Brawl in Buffalo,Larry Cureton,969.4697608126952
1995-09-08,UFC 7: The Brawl in Buffalo,Remco Pardoel,1018.867386699091
1995-09-08,UFC 7: The Brawl in Buffalo,Ryan Parker,984.1384190152146
1995-09-08,UFC 7: The Brawl in Buffalo,Paul Varelans,1016.7358388301683
1995-09-08,UFC 7: The Brawl in Buffalo,Gerry Harris,984.0355224409178
1995-09-08,UFC 7: The Brawl in Buffalo,Mark Hall,1000.0692700799304
1995-09-08,UFC 7: The Brawl in Buffalo,Harold Howard,983.9324184215786
1995-09-08,UFC 7: The Brawl in Buffalo,Scott Bessac,1016.0
1995-09-08,UFC 7: The Brawl in Buffalo,David Hood,984.0
1995-09-08,UFC 7: The Brawl in Buffalo,Onassis Parungao,1016.0
1995-09-08,UFC 7: The Brawl in Buffalo,Francesco Maturi,984.0
1995-09-08,UFC 7: The Brawl in Buffalo,Joel Sutton,1031.263693206478
1995-09-08,UFC 7: The Brawl in Buffalo,Geza Kalman,984.736306793522
1995-12-16,UFC 7.5: Ultimate Ultimate 1995,Dan Severn,1063.4658250326802
1995-12-16,UFC 7.5: Ultimate Ultimate 1995,Oleg Taktarov,1031.9365179347278
1995-12-16,UFC 7.5: Ultimate Ultimate 1995,Dan Severn,1077.3295980691785
1995-12-16,UFC 7.5: Ultimate Ultimate 1995,David Abbott,1002.9358511417391
1995-12-16,UFC 7.5: Ultimate Ultimate 1995,Oleg Taktarov,1048.579625164915
1995-12-16,UFC 7.5: Ultimate Ultimate 1995,Marco Ruas,1029.26583451035
1995-12-16,UFC 7.5: Ultimate Ultimate 1995,David Abbott,1020.2375133567241
1995-12-16,UFC 7.5: Ultimate Ultimate 1995,Steve Jennum,1013.962030991493
1995-12-16,UFC 7.5: Ultimate Ultimate 1995,Dan Severn,1090.5671040389627
1995-12-16,UFC 7.5: Ultimate Ultimate 1995,Paul Varelans,1003.4983328603842
1995-12-16,UFC 7.5: Ultimate Ultimate 1995,Marco Ruas,1044.860413691272
1995-12-16,UFC 7.5: Ultimate Ultimate 1995,Keith Hackney,1004.8657692429392
1995-12-16,UFC 7.5: Ultimate Ultimate 1995,Oleg Taktarov,1062.4600210280228
1995-12-16,UFC 7.5: Ultimate Ultimate 1995,Dave Beneteau,988.4004880533838
1995-12-16,UFC 7.5: Ultimate Ultimate 1995,Mark Hall,1015.3297800662674
1995-12-16,UFC 7.5: Ultimate Ultimate 1995,Trent Jenkins,968.739490013663
1995-12-16,UFC 7.5: Ultimate Ultimate 1995,Joe Charles,1018.2490289079601
1995-12-16,UFC 7.5: Ultimate Ultimate 1995,Scott Bessac,999.3365730362059
1996-02-16,UFC 8: David vs Goliath,Don Frye,1016.0
1996-02-16,UFC 8: David vs Goliath,Gary Goodridge,984.0
1996-02-16,UFC 8: David vs Goliath,Ken Shamrock,1063.2483636944228
1996-02-16,UFC 8: David vs Goliath,Kimo Leopoldo,975.2011341067773
1996-02-16,UFC 8: David vs Goliath,Gary Goodridge,1000.736306793522
1996-02-16,UFC 8: David vs Goliath,Jerry Bohlander,983.263693206478
1996-02-16,UFC 8: David vs Goliath,Don Frye,1031.263693206478
1996-02-16,UFC 8: David vs Goliath,Sam Adkins,984.736306793522
1996-02-16,UFC 8: David vs Goliath,Gary Goodridge,1016.7023986633528
1996-02-16,UFC 8: David vs Goliath,Paul Herrera,984.0339081301692
1996-02-16,UFC 8: David vs Goliath,Jerry Bohlander,1000.0338330211207
1996-02-16,UFC 8: David vs Goliath,Scott Ferrozzo,983.2298601853573
1996-02-16,UFC 8: David vs Goliath,Paul Varelans,1019.3372341227856
1996-02-16,UFC 8: David vs Goliath,Joe Moreira,984.1610987375985
1996-02-16,UFC 8: David vs Goliath,Don Frye,1045.8278203282016
1996-02-16,UFC 8: David vs Goliath,Thomas Ramirez,985.4358728782763
1996-02-16,UFC 8: David vs Goliath,Sam Adkins,1001.4387739660466
1996-02-16,UFC 8: David vs Goliath,Keith Mielke,983.2975328274754
1996-05-17,UFC 9: Motor City Madness,Dan Severn,1105.3116158907683
1996-05-17,UFC 9: Motor City Madness,Ken Shamrock,1048.5038518426172
1996-05-17,UFC 9: Motor City Madness,Don Frye,1059.729526119354
1996-05-17,UFC 9: Motor City Madness,Amaury Bitetti,986.0982942088476
1996-05-17,UFC 9: Motor City Madness,Mark Hall,1030.624275373199
1996-05-17,UFC 9: Motor City Madness,Koji Kitao,984.7055046930684
1996-05-17,UFC 9: Motor City Madness,Mark Schultz,1016.7685818980626
1996-05-17,UFC 9: Motor City Madness,Gary Goodridge,999.9338167652902
1996-05-17,UFC 9: Motor City Madness,Rafael Carino,1016.0
1996-05-17,UFC 9: Motor City Madness,Matt Andersen,984.0
1996-05-17,UFC 9: Motor City Madness,Cal Worsham,999.2300753549637
1996-05-17,UFC 9: Motor City Madness,Zane Frazier,967.2298705726357
1996-05-17,UFC 9: Motor City Madness,Steve Nelmark,1016.0
1996-05-17,UFC 9: Motor City Madness,Tai Bowden,984.0
1996-07-12,UFC 10: The Tournament,Mark Coleman,1018.723864535874
1996-07-12,UFC 10: The Tournament,Don Frye,1041.00566158348
1996-07-12,UFC 10: The Tournament,Mark Coleman,1033.8593935166678
1996-07-12,UFC 10: The Tournament,Gary Goodridge,984.7982877844964
1996-07-12,UFC 10: The Tournament,Don Frye,1055.126000637385
1996-07-12,UFC 10: The Tournament,Brian Johnston,985.8796609460951
1996-07-12,UFC 10: The Tournament,Gary Goodridge,1001.4979061065666
1996-07-12,UFC 10: The Tournament,John Campatella,983.3003816779299
1996-07-12,UFC 10: The Tournament,Mark Coleman,1048.305028573823
1996-07-12,UFC 10: The Tournament,Moti Horenstein,985.5543649428448
1996-07-12,UFC 10: The Tournament,Brian Johnston,1002.529568803521
1996-07-12,UFC 10: The Tournament,Scott Fiedler,983.3500921425741
1996-07-12,UFC 10: The Tournament,Don Frye,1069.999521311813
1996-07-12,UFC 10: The Tournament,Mark Hall,1015.7507546987711
1996-07-12,UFC 10: The Tournament,Sam Adkins,1016.6394061077028
1996-07-12,UFC 10: The Tournament,Felix Mitchell,968.8656254693237
1996-07-12,UFC 10: The Tournament,Geza Kalman,1001.4387739660466
1996-07-12,UFC 10: The Tournament,Dieusel Berto,983.2975328274754
1996-09-20,UFC 11: The Proving Ground,Scott Ferrozzo,1000.9277093044874
1996-09-20,UFC 11: The Proving Ground,David Abbott,1002.539664237594
1996-09-20,UFC 11: The Proving Ground,Mark Coleman,1062.2091042337652
1996-09-20,UFC 11: The Proving Ground,Brian Johnston,988.6254931435788
1996-09-20,UFC 11: The Proving Ground,Jerry Bohlander,1016.0322749529239
1996-09-20,UFC 11: The Proving Ground,Fabio Gurgel,984.0015580681968
1996-09-20,UFC 11: The Proving Ground,David Abbott,1019.1886251223834
1996-09-20,UFC 11: The Proving Ground,Sam Adkins,999.9904452229134
1996-09-20,UFC 11: The Proving Ground,Brian Johnston,1005.1491214793417
1996-09-20,UFC 11: The Proving Ground,Reza Nasri,983.476371664237
1996-09-20,UFC 11: The Proving Ground,Mark Coleman,1075.3744967765062
1996-09-20,UFC 11: The Proving Ground,Julian Sanchez,986.8346074572589
1996-09-20,UFC 11: The Proving Ground,Roberto Traven,1016.0
1996-09-20,UFC 11: The Proving Ground,Dave Berry,984.0
1996-09-20,UFC 11: The Proving Ground,Scott Ferrozzo,1016.8849868137182
1996-09-20,UFC 11: The Proving Ground,Sam Fulton,984.0427224907692
1996-12-07,UFC 11.5: Ultimate Ultimate 1996,Don Frye,1083.676133512484
1996-12-07,UFC 11.5: Ultimate Ultimate 1996,David Abbott,1005.5120129217123
1996-12-07,UFC 11.5: Ultimate Ultimate 1996,David Abbott,1021.9948559217246
1996-12-07,UFC 11.5: Ultimate Ultimate 1996,Steve Nelmark,999.5171569999877
1996-12-07,UFC 11.5: Ultimate Ultimate 1996,Don Frye,1096.5873081899922
1996-12-07,UFC 11.5: Ultimate Ultimate 1996,Mark Hall,1002.8395800212628
1996-12-07,UFC 11.5: Ultimate Ultimate 1996,Ken Shamrock,1062.5175915792352
1996-12-07,UFC 11.5: Ultimate Ultimate 1996,Brian Johnston,991.1353817427238
1996-12-07,UFC 11.5: Ultimate Ultimate 1996,David Abbott,1036.947996721271
1996-12-07,UFC 11.5: Ultimate Ultimate 1996,Cal Worsham,984.2769345554171
1996-12-07,UFC 11.5: Ultimate Ultimate 1996,Don Frye,1108.3144380317565
1996-12-07,UFC 11.5: Ultimate Ultimate 1996,Gary Goodridge,989.7707762648023
1996-12-07,UFC 11.5: Ultimate Ultimate 1996,Kimo Leopoldo,993.2228132820048
1996-12-07,UFC 11.5: Ultimate Ultimate 1996,Paul Varelans,1001.3155549475581
1996-12-07,UFC 11.5: Ultimate Ultimate 1996,Mark Hall,1017.2799893061089
1996-12-07,UFC 11.5: Ultimate Ultimate 1996,Felix Mitchell,954.4252161844777
1996-12-07,UFC 11.5: Ultimate Ultimate 1996,Steve Nelmark,1015.5508100923222
1996-12-07,UFC 11.5: Ultimate Ultimate 1996,Marcus Bossett,984.214272600275
1996-12-07,UFC 11.5: Ultimate Ultimate 1996,Tai Bowden,1000.736306793522
1996-12-07,UFC 11.5: Ultimate Ultimate 1996,Jack Nilson,983.263693206478
1997-02-07,UFC 12: Judgement Day,Mark Coleman,1092.7497501880534
1997-02-07,UFC 12: Judgement Day,Dan Severn,1087.936362479221
1997-02-07,UFC 12: Judgement Day,Vitor Belfort,1016.7769707780392
1997-02-07,UFC 12: Judgement Day,Scott Ferrozzo,1000.108016035679
1997-02-07,UFC 12: Judgement Day,Jerry Bohlander,1031.2944849969053
1997-02-07,UFC 12: Judgement Day,Nick Sanzo,984.7377899560187
1997-02-07,UFC 12: Judgement Day,Scott Ferrozzo,1016.1030417135681
1997-02-07,UFC 12: Judgement Day,Jim Mullen,984.0049743221109
1997-02-07,UFC 12: Judgement Day,Vitor Belfort,1032.0049626668906
1997-02-07,UFC 12: Judgement Day,Tra Telligman,984.7720081111486
1997-02-07,UFC 12: Judgement Day,Kazuo Takahashi,1016.0
1997-02-07,UFC 12: Judgement Day,Wallid Ismail,984.0
1997-02-07,UFC 12: Judgement Day,Jerry Bohlander,1045.8572055356394
1997-02-07,UFC 12: Judgement Day,Rainy Martinez,985.4372794612659
1997-02-07,UFC 12: Judgement Day,Justin Martin,1016.0
1997-02-07,UFC 12: Judgement Day,Eric Martin,984.0
1997-02-07,UFC 12: Judgement Day,Nick Sanzo,1001.4401889580312
1997-02-07,UFC 12: Judgement Day,Jackie Lee,983.2976009979875
1997-05-30,UFC 13: Ultimate Force,Vitor Belfort,1048.2325824399124
1997-05-30,UFC 13: Ultimate Force,David Abbott,1020.7203769482492
1997-05-30,UFC 13: Ultimate Force,Randy Couture,1016.0
1997-05-30,UFC 13: Ultimate Force,Steven Graham,984.0
1997-05-30,UFC 13: Ultimate Force,Guy Mezger,1045.8278203282016
1997-05-30,UFC 13: Ultimate Force,Tito Ortiz,985.4358728782763
1997-05-30,UFC 13: Ultimate Force,Randy Couture,1031.263693206478
1997-05-30,UFC 13: Ultimate Force,Tony Halme,984.736306793522
1997-05-30,UFC 13: Ultimate Force,Steven Graham,1000.736306793522
1997-05-30,UFC 13: Ultimate Force,Dmitriy Stepanov,983.263693206478
1997-05-30,UFC 13: Ultimate Force,Enson Inoue,1016.0
1997-05-30,UFC 13: Ultimate Force,Royce Alger,984.0
1997-05-30,UFC 13: Ultimate Force,Guy Mezger,1059.0459088880007
1997-05-30,UFC 13: Ultimate Force,Cristophe Leninger,971.5812792985447
1997-05-30,UFC 13: Ultimate Force,Jack Nilson,1000.0338330211207
1997-05-30,UFC 13: Ultimate Force,Saeed Hosseini,983.2298601853573
1997-05-30,UFC 13: Ultimate Force,Tito Ortiz,1002.1061831420426
1997-05-30,UFC 13: Ultimate Force,Wes Albritton,983.3296897362337
1997-07-27,UFC 14: Showdown,Maurice Smith,1020.172630614346
1997-07-27,UFC 14: Showdown,Mark Coleman,1072.5771195737075
1997-07-27,UFC 14: Showdown,Mark Kerr,1016.0
1997-07-27,UFC 14: Showdown,Dan Bobish,984.0
1997-07-27,UFC 14: Showdown,Kevin Jackson,1016.0
1997-07-27,UFC 14: Showdown,Tony Fryklund,984.0
1997-07-27,UFC 14: Showdown,Mark Kerr,1030.6015045162042
1997-07-27,UFC 14: Showdown,Moti Horenstein,970.9528604266408
1997-07-27,UFC 14: Showdown,Dan Bobish,1000.3285502820081
1997-07-27,UFC 14: Showdown,Brian Johnston,974.8068314607156
1997-07-27,UFC 14: Showdown,Kevin Jackson,1031.263693206478
1997-07-27,UFC 14: Showdown,Todd Butler,984.736306793522
1997-07-27,UFC 14: Showdown,Joe Moreira,1000.8900022140654
1997-07-27,UFC 14: Showdown,Yuri Vaulin,983.2710965235332
1997-07-27,UFC 14: Showdown,Alex Hunter,1015.2656564944039
1997-07-27,UFC 14: Showdown,Sam Fulton,968.7770659963653
1997-07-27,UFC 14: Showdown,Tony Fryklund,1000.736306793522
1997-07-27,UFC 14: Showdown,Donnie Chappell,983.263693206478
1997-10-17,UFC 15: Collision Course,Maurice Smith,1036.1978552443113
1997-10-17,UFC 15: Collision Course,David Abbott,1004.6951523182838
1997-10-17,UFC 15: Collision Course,Mark Kerr,1045.195886097258
1997-10-17,UFC 15: Collision Course,Dwayne Cason,985.4056184189462
1997-10-17,UFC 15: Collision Course,Randy Couture,1048.0445186769628
1997-10-17,UFC 15: Collision Course,Vitor Belfort,1031.4517569694276
1997-10-17,UFC 15: Collision Course,Dave Beneteau,1004.9344669376662
1997-10-17,UFC 15: Collision Course,Carlos Barreto,983.4660211157176
1997-10-17,UFC 15: Collision Course,Mark Kerr,1059.1261998202867
1997-10-17,UFC 15: Collision Course,Greg Stott,986.0696862769712
1997-10-17,UFC 15: Collision Course,Dwayne Cason,1002.0773195015933
1997-10-17,UFC 15: Collision Course,Houston Dorr,983.328298917353
1997-10-17,UFC 15: Collision Course,Alex Hunter,1030.563099083429
1997-10-17,UFC 15: Collision Course,Harry Moskowitz,984.7025574109748
1997-12-21,UFC 15.5: Ultimate Japan,Randy Couture,1063.49917099497
1997-12-21,UFC 15.5: Ultimate Japan,Maurice Smith,1020.7432029263042
1997-12-21,UFC 15.5: Ultimate Japan,Kazushi Sakuraba,1016.0
1997-12-21,UFC 15.5: Ultimate Japan,Marcus Silveira,984.0
1997-12-21,UFC 15.5: Ultimate Japan,Vitor Belfort,1046.8440413664143
1997-12-21,UFC 15.5: Ultimate Japan,Joe Charles,1002.8567445109734
1997-12-21,UFC 15.5: Ultimate Japan,Frank Shamrock,1017.4358728782763
1997-12-21,UFC 15.5: Ultimate Japan,Kevin Jackson,1013.8278203282016
1997-12-21,UFC 15.5: Ultimate Japan,Kazushi Sakuraba,1016.0
1997-12-21,UFC 15.5: Ultimate Japan,Marcus Silveira,984.0
1997-12-21,UFC 15.5: Ultimate Japan,David Abbott,1020.4789457246651
1997-12-21,UFC 15.5: Ultimate Japan,Yoji Anjo,984.2162065936187
1997-12-21,UFC 15.5: Ultimate Japan,Tra Telligman,1001.4728343389851
1997-12-21,UFC 15.5: Ultimate Japan,Brad Kohler,983.2991737721635
1998-03-13,UFC 16: Battle in the Bayou,Chris Brennan,1016.0
1998-03-13,UFC 16: Battle in the Bayou,Courtney Turner,984.0
1998-03-13,UFC 16: Battle in the Bayou,Frank Shamrock,1032.6335946534284
1998-03-13,UFC 16: Battle in the Bayou,Igor Zinoviev,984.8022782248479
1998-03-13,UFC 16: Battle in the Bayou,Tsuyoshi Kosaka,1015.6879385962013
1998-03-13,UFC 16: Battle in the Bayou,Kimo Leopoldo,977.5348746858035
1998-03-13,UFC 16: Battle in the Bayou,Jerry Bohlander,1060.3863621932428
1998-03-13,UFC 16: Battle in the Bayou,Kevin Jackson,999.2986636705983
1998-03-13,UFC 16: Battle in the Bayou,Pat Miletich,1016.0
1998-03-13,UFC 16: Battle in the Bayou,Townsend Saunders,984.0
1998-03-13,UFC 16: Battle in the Bayou,Mikey Burnett,1016.0
1998-03-13,UFC 16: Battle in the Bayou,Eugenio Tadeu,984.0
1998-03-13,UFC 16: Battle in the Bayou,Pat Miletich,1032.0
1998-03-13,UFC 16: Battle in the Bayou,Chris Brennan,1000.0
1998-03-13,UFC 16: Battle in the Bayou,LaVerne Clark,1016.0
1998-03-13,UFC 16: Battle in the Bayou,Josh Stuart,984.0
1998-05-15,UFC 17: Redemption,Frank Shamrock,1047.1351660153182
1998-05-15,UFC 17: Redemption,Jeremy Horn,985.4984286381102
1998-05-15,UFC 17: Redemption,Pete Williams,1019.2945181824559
1998-05-15,UFC 17: Redemption,Mark Coleman,1053.2826013912515
1998-05-15,UFC 17: Redemption,Dan Henderson,1016.0
1998-05-15,UFC 17: Redemption,Carlos Newton,984.0
1998-05-15,UFC 17: Redemption,David Abbott,1035.5369460971042
1998-05-15,UFC 17: Redemption,Hugo Duarte,984.941999627561
1998-05-15,UFC 17: Redemption,Mike Van Arsdale,1016.0
1998-05-15,UFC 17: Redemption,Joe Pardo,984.0
1998-05-15,UFC 17: Redemption,Carlos Newton,1000.736306793522
1998-05-15,UFC 17: Redemption,Bob Gilstrap,983.263693206478
1998-05-15,UFC 17: Redemption,Dan Henderson,1031.263693206478
1998-05-15,UFC 17: Redemption,Allan Goes,984.736306793522
1998-05-15,UFC 17: Redemption,Andre Roberts,1015.2959816134673
1998-05-15,UFC 17: Redemption,Harry Moskowitz,969.4065757975075
1998-05-15,UFC 17: Redemption,Chuck Liddell,1016.0
1998-05-15,UFC 17: Redemption,Noe Hernandez,984.0
1998-10-16,UFC 17.5: Ultimate Brazil,Frank Shamrock,1060.9777312255026
1998-10-16,UFC 17.5: Ultimate Brazil,John Lober,986.1574347898155
1998-10-16,UFC 17.5: Ultimate Brazil,Vitor Belfort,1060.6997710877918
1998-10-16,UFC 17.5: Ultimate Brazil,Wanderlei Silva,986.1442702786226
1998-10-16,UFC 17.5: Ultimate Brazil,Pedro Rizzo,1017.6308535202138
1998-10-16,UFC 17.5: Ultimate Brazil,David Abbott,1017.9060925768904
1998-10-16,UFC 17.5: Ultimate Brazil,Pat Miletich,1047.263693206478
1998-10-16,UFC 17.5: Ultimate Brazil,Mikey Burnett,1000.736306793522
1998-10-16,UFC 17.5: Ultimate Brazil,Tsuyoshi Kosaka,1031.854021758585
