event,date,weight_class_lbs,method,round,time,fighter_1,fighter_1_age,fighter_1_height_in,fighter_1_reach_in,fighter_2,fighter_2_age,fighter_2_height_in,fighter_2_reach_in,winner
UFC Fight Night 12: Swick vs. Burkman,2008-01-23,155.0,KO/TKO,2.0,1:55,Kurt Pellegrino,28.0,68.0,71.0,Alberto Crane,31.0,65.0,,fighter_1
UFC Fight Night 12: Swick vs. Burkman,2008-01-23,155.0,Decision,,15:00,Gray Maynard,28.0,68.0,70.0,Dennis Siver,29.0,66.0,70.0,fighter_1
UFC Fight Night 12: Swick vs. Burkman,2008-01-23,155.0,KO/TKO,2.0,4:44,Jeremy Stephens,21.0,69.0,71.0,Cole Miller,23.0,73.0,76.0,fighter_1
UFC Fight Night 12: Swick vs. Burkman,2008-01-23,155.0,KO/TKO,2.0,0:37,Corey Hill,29.0,76.0,79.0,Joe Veres,30.0,66.0,,fighter_1
UFC Fight Night 12: Swick vs. Burkman,2008-01-23,155.0,Submission,1.0,2:56,Matt Wiman,24.0,70.0,67.0,Justin Buchholz,24.0,72.0,,fighter_1
UFC 81: Breaking Point,2008-02-02,265.0,Submission,3.0,1:28,A. Nogueira,31.0,75.0,77.0,Tim Sylvia,33.0,80.0,80.0,fighter_1
UFC 81: Breaking Point,2008-02-02,265.0,Submission,1.0,1:30,Frank Mir,28.0,75.0,75.0,Brock Lesnar,30.0,75.0,81.0,fighter_1
UFC 81: Breaking Point,2008-02-02,185.0,Submission,2.0,1:37,Nate Marquardt,28.0,72.0,74.0,Jeremy Horn,32.0,73.0,,fighter_1
UFC 81: Breaking Point,2008-02-02,185.0,Submission,1.0,1:08,Ricardo Almeida,31.0,71.0,74.0,Rob Yundt,27.0,73.0,,fighter_1
UFC 81: Breaking Point,2008-02-02,155.0,Decision,,15:00,Tyson Griffin,23.0,66.0,68.0,Gleison Tibau,24.0,68.0,68.0,fighter_1
UFC 81: Breaking Point,2008-02-02,170.0,KO/TKO,1.0,0:33,Chris Lytle,33.0,71.0,68.0,Kyle Bradley,25.0,69.0,,fighter_1
UFC 81: Breaking Point,2008-02-02,205.0,KO/TKO,1.0,4:52,Tim Boetsch,27.0,72.0,74.0,David Heath,31.0,71.0,,fighter_1
UFC 81: Breaking Point,2008-02-02,185.0,Decision,,15:00,Marvin Eastman,36.0,69.0,,Terry Martin,27.0,68.0,,fighter_1
UFC 81: Breaking Point,2008-02-02,155.0,Decision,,15:00,Rob Emerson,26.0,70.0,71.0,Keita Nakamura,23.0,71.0,73.0,fighter_1
UFC 82: Pride of a Champion,2008-03-01,185.0,Submission,2.0,4:52,Anderson Silva,32.0,74.0,77.5,Dan Henderson,37.0,71.0,74.0,fighter_1
UFC 82: Pride of a Champion,2008-03-01,265.0,Decision,,15:00,Heath Herring,29.0,76.0,78.0,Cheick Kongo,32.0,76.0,84.0,fighter_1
UFC 82: Pride of a Champion,2008-03-01,185.0,KO/TKO,1.0,3:16,Chris Leben,27.0,71.0,70.5,Alessio Sakara,26.0,72.0,72.0,fighter_1
UFC 82: Pride of a Champion,2008-03-01,185.0,KO/TKO,2.0,3:00,Yushin Okami,26.0,74.0,75.0,Evan Tanner,37.0,72.0,,fighter_1
UFC 82: Pride of a Champion,2008-03-01,170.0,Decision,,15:00,Jon Fitch,30.0,72.0,74.0,Chris Wilson,30.0,73.0,,fighter_1
UFC 82: Pride of a Champion,2008-03-01,265.0,KO/TKO,2.0,4:17,Andrei Arlovski,29.0,75.0,77.0,Jake O'Brien,23.0,75.0,76.5,fighter_1
UFC 82: Pride of a Champion,2008-03-01,170.0,Decision,,15:00,Luigi Fioravanti,27.0,68.0,,Luke Cummo,27.0,72.0,,fighter_1
UFC 82: Pride of a Champion,2008-03-01,170.0,KO/TKO,2.0,1:24,Josh Koscheck,30.0,70.0,73.0,Dustin Hazelett,21.0,73.0,77.0,fighter_1
UFC 82: Pride of a Champion,2008-03-01,170.0,KO/TKO,1.0,4:43,Diego Sanchez,26.0,70.0,72.0,David Bielkheden,28.0,70.0,,fighter_1
UFC 82: Pride of a Champion,2008-03-01,155.0,Decision,,15:00,Jorge Gurgel,31.0,67.0,68.0,John Halverson,35.0,69.0,,fighter_1
