date,event,corner_a,corner_b,elo_diff,win_total_diff,loss_total_diff,win_streak_diff,loss_streak_diff,finish_rate_diff,avg_opponent_elo_diff,layoff_days_diff,age_diff,height_in_diff,reach_in_diff,a_won
1996-12-07,UFC 11.5: Ultimate Ultimate 1996,David Abbott,Steve Nelmark,-10.487987078287688,3,4,-1,1,-0.5,20.86476095478372,-204,,0.0,,1
1996-12-07,UFC 11.5: Ultimate Ultimate 1996,Mark Hall,Don Frye,-67.925378813713,-4,1,-3,1,-0.275,-1.446802479951657,148,4.0,-1.0,,0
1996-12-07,UFC 11.5: Ultimate Ultimate 1996,Ken Shamrock,Brian Johnston,43.35473036327551,3,0,-1,1,0.2142857142857143,313.3795069337143,126,4.0,-3.0,,1
1996-12-07,UFC 11.5: Ultimate Ultimate 1996,David Abbott,Cal Worsham,22.76478056676092,4,3,0,0,0.05555555555555558,37.075000625749794,-204,-2.0,2.0,,1
1996-12-07,UFC 11.5: Ultimate Ultimate 1996,Don Frye,Gary Goodridge,95.08940208342563,5,-2,3,0,0.38888888888888884,4.164206487837987,-148,1.0,-2.0,,1
1996-12-07,UFC 11.5: Ultimate Ultimate 1996,Paul Varelans,Kimo Leopoldo,44.1361000160083,4,1,1,-2,0.42857142857142855,-65.17756189002864,0,-1.0,5.0,,0
1996-12-07,UFC 11.5: Ultimate Ultimate 1996,Mark Hall,Felix Mitchell,33.97395455193907,3,1,0,0,0.5,16.49042335436411,-148,,1.0,,1
1996-12-07,UFC 11.5: Ultimate Ultimate 1996,Steve Nelmark,Marcus Bossett,-0.730768692621723,0,0,-1,1,0.0,8.315826697495027,-722,,-1.0,,1
1996-12-07,UFC 11.5: Ultimate Ultimate 1996,Tai Bowden,Jack Nilson,-16.0,0,1,0,1,0.0,0.0,204,,-4.0,,1
1997-02-07,UFC 12: Judgement Day,Dan Severn,Mark Coleman,29.937119114262032,4,2,-1,0,-0.4545454545454546,15.086673756747587,126,6.0,1.0,,0
1997-02-07,UFC 12: Judgement Day,Scott Ferrozzo,Vitor Belfort,16.88498681371823,2,1,2,0,0.3333333333333333,1.1670688544007817,140,12.0,-1.0,,0
1997-02-07,UFC 12: Judgement Day,Nick Sanzo,Jerry Bohlander,-16.0322749529239,-2,-1,-2,0,-0.3333333333333333,5.333333333333371,-140,12.0,-2.0,,0
1997-02-07,UFC 12: Judgement Day,Jim Mullen,Scott Ferrozzo,-0.10801603567904294,-2,-2,0,-1,-0.25,-0.8753016408005578,0,,2.0,,0
1997-02-07,UFC 12: Judgement Day,Tra Telligman,Vitor Belfort,-16.776970778039185,-1,0,-1,0,-1.0,-16.88498681371823,0,13.0,2.0,,0
